"MSSubClass","MSZoning","LotArea","Alley","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolQC","Fence","SaleType","SaleCondition","SalePrice"
"X20","RL",7200,"No","Reg","Lvl","NAmes","1Fam","1Story",4,5,1950,0,"Gable","BrkFace","Wd Sdng","None",0,"TA","Slab","No","No","No","No",0,"No",0,0,0,"TA","Y","FuseA",1040,0,0,1040,0,1,0,2,1,"TA",4,0,"No","Detchd","Unf",2,420,"Y",0,29,0,0,0,1,"No","WD","Normal",11.6073261403917
"X20","RL",8500,"No","Reg","Lvl","NAmes","1Fam","1Story",5,3,1961,0,"Hip","HdBoard","HdBoard","BrkCmn",203,"TA","CBlock","TA","TA","No","Rec",600,"Unf",0,635,1235,"TA","Y","SBrkr",1235,0,0,1235,0,1,0,2,1,"TA",6,0,"No","Attchd","Unf",2,480,"Y",0,0,0,0,0,1,"GdWo","WD","Abnorml",11.4988265405907
"X30","RL",13360,"Grvl","IR1","HLS","Crawfor","1Fam","1Story",5,7,1921,85,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","Gd","TA","No","ALQ",713,"Unf",0,163,876,"Ex","Y","SBrkr",964,0,0,964,1,1,0,2,1,"TA",5,0,"No","Detchd","Unf",2,432,"Y",0,0,44,0,0,1,"No","WD","Normal",12.0045682693194
"X190","C (all)",7200,"No","Reg","Lvl","OldTown","2fmCon","2.5Unf",6,6,1910,88,"Hip","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","Fa","Mn","Rec",1046,"Unf",0,168,1214,"Ex","N","SBrkr",1260,1031,0,2291,0,2,0,4,2,"TA",9,1,"Gd","Detchd","Unf",2,506,"Y",0,0,0,0,99,1,"No","WD","Normal",11.8048485316793
"X60","RL",9337,"No","IR1","Lvl","CollgCr","1Fam","2Story",6,5,1997,0,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","TA","No","GLQ",648,"Unf",0,176,824,"Ex","Y","SBrkr",905,881,0,1786,1,2,1,3,1,"Gd",7,0,"No","Attchd","RFn",2,684,"Y",0,162,0,0,0,1,"No","WD","Normal",12.2295450017153
"X60","RL",9765,"No","IR2","Lvl","Gilbert","1Fam","2Story",6,8,1993,0,"Gable","VinylSd","VinylSd","BrkFace",68,"Ex","PConc","Gd","Gd","No","ALQ",310,"Unf",0,370,680,"Gd","Y","SBrkr",680,790,0,1470,0,2,1,3,1,"TA",6,1,"TA","BuiltIn","Fin",2,420,"Y",232,63,0,0,0,1,"No","WD","Normal",12.1281111040605
"X20","RL",10264,"No","IR1","Lvl","CollgCr","1Fam","1Story",7,5,1999,0,"Gable","VinylSd","VinylSd","BrkFace",183,"Gd","PConc","Gd","TA","Av","ALQ",1162,"Unf",0,426,1588,"Ex","Y","SBrkr",1588,0,0,1588,0,2,0,3,1,"Gd",6,0,"No","Attchd","RFn",2,472,"Y",158,29,0,0,0,1,"No","WD","Normal",12.273731294004
"X20","RL",10921,"No","Reg","HLS","Edwards","1Fam","1Story",4,5,1965,0,"Hip","HdBoard","HdBoard","BrkFace",48,"TA","CBlock","TA","TA","No","Rec",520,"Unf",0,440,960,"TA","Y","FuseF",960,0,0,960,1,1,0,3,1,"TA",6,0,"No","Attchd","Fin",1,432,"P",120,0,0,0,0,1,"No","WD","Normal",11.4589971229447
"X30","RL",10625,"No","Reg","Lvl","Edwards","1Fam","1Story",5,5,1920,30,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","TA","No","ALQ",108,"Unf",0,350,458,"Fa","N","SBrkr",835,0,0,835,0,1,0,2,1,"TA",5,0,"No","Basment","Unf",1,366,"Y",0,0,77,0,0,1,"No","COD","Abnorml",11.3265958867787
"X20","RL",9320,"No","IR1","Lvl","NAmes","1Fam","1Story",4,5,1959,0,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","TA","No","ALQ",569,"Unf",0,381,950,"Fa","Y","SBrkr",1225,0,0,1225,1,1,1,3,1,"TA",6,0,"No","No","No",0,0,"Y",352,0,0,0,0,1,"No","WD","Normal",11.7671800113095
"X90","RL",7018,"No","Reg","Bnk","SawyerW","Duplex","1Story",5,5,1979,0,"Gable","HdBoard","HdBoard","None",0,"TA","Slab","No","No","No","No",0,"No",0,0,0,"TA","Y","SBrkr",1535,0,0,1535,0,2,0,4,2,"TA",8,0,"No","Attchd","Unf",2,410,"Y",0,0,0,0,0,1,"No","WD","Alloca",11.6865762053166
"X20","RL",10402,"No","IR1","Lvl","CollgCr","1Fam","1Story",7,5,2009,0,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1226,1226,"Ex","Y","SBrkr",1226,0,0,1226,0,2,0,3,1,"Gd",6,0,"No","Attchd","RFn",3,740,"Y",0,36,0,0,0,1,"No","WD","Normal",12.2005574648421
"X50","RM",7758,"No","Reg","Lvl","IDOTRR","1Fam","1.5Fin",7,4,1931,19,"Gable","Stucco","Stucco","BrkFace",600,"TA","PConc","TA","TA","No","LwQ",224,"Unf",0,816,1040,"Ex","Y","FuseF",1226,592,0,1818,0,1,1,4,1,"TA",7,2,"TA","Detchd","Unf",1,240,"Y",0,0,0,0,184,1,"No","WD","Normal",12.0406082058026
"X60","FV",9375,"No","Reg","Lvl","Somerst","1Fam","2Story",8,5,2003,1,"Hip","VinylSd","VinylSd","BrkFace",768,"Gd","PConc","Ex","TA","No","Unf",0,"Unf",0,1053,1053,"Ex","Y","SBrkr",1053,939,0,1992,0,2,1,3,1,"Gd",9,1,"Gd","Attchd","RFn",2,648,"Y",140,45,0,0,0,1,"No","WD","Normal",12.4292161968444
"X30","RM",10800,"Grvl","Reg","Lvl","OldTown","1Fam","1Story",4,7,1885,110,"Mansard","VinylSd","VinylSd","None",0,"TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,641,641,"Gd","Y","SBrkr",1047,0,0,1047,0,1,0,2,1,"TA",6,0,"No","Detchd","Unf",1,273,"N",0,0,0,0,0,1,"No","WD","Normal",11.5129254649702
"X50","RM",8500,"No","Reg","Lvl","IDOTRR","1Fam","1.5Fin",5,7,1919,86,"Gable","CemntBd","CmentBd","None",0,"TA","CBlock","TA","TA","No","Unf",0,"Unf",0,793,793,"TA","N","FuseF",997,520,0,1517,0,2,0,3,1,"Fa",7,0,"No","No","No",0,0,"N",0,0,144,0,0,1,"No","WD","Normal",11.6526874073454
"X20","RL",11751,"No","IR1","Lvl","NWAmes","1Fam","1Story",6,6,1977,0,"Hip","Plywood","Plywood","BrkFace",480,"TA","CBlock","Gd","TA","No","BLQ",705,"Unf",0,1139,1844,"Ex","Y","SBrkr",1844,0,0,1844,0,2,0,3,1,"TA",7,1,"TA","Attchd","RFn",2,546,"Y",0,122,0,0,0,1,"MnPrv","COD","Normal",12.1547793511426
"X80","RL",7750,"No","IR1","Lvl","Gilbert","1Fam","SLvl",7,5,2000,0,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","TA","No","GLQ",250,"Unf",0,134,384,"Ex","Y","SBrkr",774,656,0,1430,0,2,1,3,1,"TA",7,1,"TA","BuiltIn","Fin",2,400,"Y",180,0,0,0,0,1,"No","WD","Normal",12.1007121298723
"X20","RL",21000,"No","Reg","Bnk","Crawfor","1Fam","1Story",6,5,1953,0,"Hip","Wd Sdng","Wd Sdng","BrkFace",184,"TA","CBlock","Gd","TA","Mn","ALQ",35,"Rec",869,905,1809,"TA","Y","SBrkr",2259,0,0,2259,1,2,0,3,1,"Gd",7,2,"Gd","Basment","Unf",2,450,"Y",166,120,192,0,0,1,"MnPrv","COD","Abnorml",12.2876526325226
"X70","RL",7259,"No","IR1","Lvl","Crawfor","1Fam","2Story",6,8,1945,57,"Gambrel","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","TA","No","ALQ",774,"LwQ",150,104,1028,"Ex","Y","SBrkr",1436,884,0,2320,1,2,1,3,1,"Gd",9,1,"TA","Detchd","Unf",1,180,"Y",224,0,0,0,0,1,"MnPrv","WD","Normal",12.4665119815881
"X20","RL",11616,"No","Reg","Lvl","Sawyer","1Fam","1Story",5,5,1962,0,"Gable","Wd Sdng","Wd Sdng","BrkFace",116,"TA","CBlock","TA","TA","No","LwQ",170,"BLQ",670,252,1092,"TA","Y","SBrkr",1092,0,0,1092,0,1,0,3,1,"TA",6,1,"Po","Attchd","Unf",1,288,"Y",0,20,144,0,0,1,"No","WD","Normal",11.8422292121128
"X60","RL",12376,"No","Reg","Lvl","SawyerW","1Fam","2Story",7,5,1990,0,"Hip","Plywood","Plywood","None",0,"TA","PConc","Gd","TA","Mn","GLQ",1470,"Unf",0,203,1673,"Gd","Y","SBrkr",1699,1523,0,3222,1,3,0,5,1,"Gd",11,2,"TA","Attchd","Unf",3,594,"Y",367,0,0,0,0,1,"No","WD","Normal",12.6760762747759
"X60","RL",8461,"No","Reg","Lvl","CollgCr","1Fam","2Story",6,5,2005,1,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,728,728,"Ex","Y","SBrkr",728,728,0,1456,0,2,1,3,1,"Gd",8,1,"Gd","Attchd","Fin",2,390,"Y",0,24,0,0,0,1,"No","New","Partial",12.0075607293375
"X20","RL",9464,"No","Reg","Lvl","NAmes","1Fam","1Story",6,7,1958,0,"Hip","MetalSd","MetalSd","BrkFace",135,"TA","CBlock","TA","TA","No","BLQ",570,"Unf",0,510,1080,"Gd","Y","SBrkr",1080,0,0,1080,0,1,0,3,1,"TA",5,0,"No","Attchd","Unf",1,288,"Y",0,0,0,0,130,1,"No","WD","Normal",11.8204101647182
"X120","RL",7892,"No","Reg","Lvl","SawyerW","TwnhsE","1Story",6,5,1993,0,"Gable","Plywood","Plywood","None",0,"Gd","PConc","Gd","TA","No","GLQ",300,"Unf",0,899,1199,"Ex","Y","SBrkr",1199,0,0,1199,0,2,0,2,1,"Gd",5,0,"No","Attchd","RFn",2,530,"Y",0,63,0,0,0,1,"No","WD","Normal",11.944058319827
"X20","RL",17043,"No","IR1","Lvl","NWAmes","1Fam","1Story",6,5,1979,19,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","Gd","Fa","No","Unf",0,"Unf",0,1362,1362,"TA","Y","SBrkr",1586,0,0,1586,0,2,0,3,1,"TA",7,1,"TA","Attchd","Unf",2,435,"Y",192,0,0,0,0,1,"No","WD","Normal",12.106252310248
"X120","RL",4928,"No","IR1","Lvl","NPkVill","TwnhsE","1Story",6,5,1976,0,"Gable","Plywood","Plywood","None",0,"TA","CBlock","Gd","TA","No","ALQ",120,"Unf",0,958,1078,"TA","Y","SBrkr",958,0,0,958,0,2,0,2,1,"TA",5,1,"TA","Attchd","RFn",2,440,"Y",0,205,0,0,0,1,"No","WD","Normal",11.7597855429018
"X60","RL",7590,"No","Reg","Lvl","NAmes","1Fam","2Story",6,5,1966,0,"Gable","VinylSd","VinylSd","BrkFace",266,"TA","CBlock","TA","TA","No","BLQ",512,"Unf",0,148,660,"TA","Y","SBrkr",660,688,0,1348,0,1,1,3,1,"TA",6,1,"Fa","Attchd","RFn",2,453,"Y",188,108,0,0,0,1,"No","WD","Normal",11.9511803959014
"X20","RL",8973,"No","Reg","Lvl","NAmes","1Fam","1Story",5,7,1958,33,"Gable","Plywood","Plywood","BrkFace",85,"TA","CBlock","TA","TA","No","Rec",567,"BLQ",28,413,1008,"TA","Y","FuseA",1053,0,0,1053,0,1,1,3,1,"Ex",6,0,"No","2Types","RFn",2,750,"Y",0,80,0,180,0,1,"MnWw","WD","Abnorml",11.9183905730784
"X60","RL",14200,"No","Reg","Lvl","NAmes","1Fam","2Story",7,6,1966,0,"Gable","MetalSd","MetalSd","BrkFace",309,"TA","CBlock","TA","TA","No","Rec",445,"Unf",0,479,924,"Ex","Y","SBrkr",1216,941,0,2157,0,2,1,4,1,"Gd",8,2,"Gd","Attchd","Fin",2,487,"Y",105,66,0,0,0,1,"GdPrv","WD","Normal",12.3282902782544
"X60","RL",12224,"No","IR1","Lvl","Gilbert","1Fam","2Story",6,5,2000,0,"Gable","VinylSd","VinylSd","BrkFace",40,"Gd","PConc","Gd","TA","No","GLQ",695,"Unf",0,297,992,"Ex","Y","SBrkr",1022,1032,0,2054,1,2,1,3,1,"Gd",7,1,"TA","BuiltIn","RFn",2,390,"Y",24,48,0,0,0,1,"No","WD","Normal",12.4049235042753
"X20","RL",10335,"No","IR1","Lvl","Sawyer","1Fam","1Story",5,6,1968,25,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","TA","No","Rec",570,"Unf",0,891,1461,"Gd","Y","SBrkr",1721,0,0,1721,0,2,1,3,1,"TA",7,1,"TA","Attchd","RFn",2,440,"Y",0,96,180,0,0,1,"MnPrv","WD","Normal",12.1007121298723
"X20","RL",10400,"No","Reg","Lvl","NWAmes","1Fam","1Story",7,6,1970,0,"Hip","Plywood","Plywood","BrkFace",288,"TA","PConc","TA","TA","No","Unf",0,"Unf",0,1304,1304,"Gd","Y","SBrkr",1682,0,0,1682,0,2,0,3,1,"TA",7,1,"Gd","Attchd","Unf",2,530,"Y",98,0,0,0,0,1,"MnPrv","WD","Normal",12.0668105781967
"X20","RL",10355,"No","IR1","Lvl","NAmes","1Fam","1Story",5,5,1967,0,"Gable","MetalSd","MetalSd","BrkFace",196,"TA","CBlock","TA","TA","No","BLQ",695,"Unf",0,519,1214,"TA","Y","SBrkr",1214,0,0,1214,0,2,0,3,1,"TA",5,1,"Fa","Attchd","RFn",1,318,"Y",0,111,0,0,0,1,"No","WD","Normal",11.870599909242
"X90","RL",11070,"No","Reg","Lvl","Mitchel","Duplex","1Story",7,5,1988,1,"Gable","VinylSd","VinylSd","BrkFace",70,"TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1907,1907,"Gd","Y","SBrkr",1959,0,0,1959,0,3,0,5,2,"TA",9,0,"No","2Types","Unf",3,766,"Y",0,0,0,0,0,1,"No","WD","Family",12.0494188354848
"X60","RL",9066,"No","IR1","Lvl","CollgCr","1Fam","2Story",8,5,1999,1,"Gable","VinylSd","VinylSd","BrkFace",320,"Gd","PConc","Gd","TA","Mn","GLQ",668,"Unf",0,336,1004,"Ex","Y","SBrkr",1004,848,0,1852,0,2,1,3,1,"Gd",7,2,"TA","Attchd","Fin",3,660,"Y",224,106,0,0,0,1,"GdPrv","WD","Normal",12.3458345879053
"X60","RL",15426,"No","IR1","Lvl","CollgCr","1Fam","2Story",6,5,1997,0,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","TA","No","GLQ",821,"Unf",0,107,928,"Ex","Y","SBrkr",928,836,0,1764,1,2,1,3,1,"Gd",7,0,"No","Attchd","RFn",2,470,"Y",276,99,0,0,0,1,"MnPrv","WD","Normal",12.3523351525084
"X20","RL",10500,"No","Reg","Lvl","NAmes","1Fam","1Story",4,5,1971,0,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","TA","TA","No","ALQ",432,"Unf",0,432,864,"TA","Y","SBrkr",864,0,0,864,0,1,0,3,1,"TA",5,1,"Po","No","No",0,0,"Y",0,0,0,0,0,1,"No","ConLI","Normal",11.6526874073454
"X50","RL",8520,"No","Reg","Lvl","NAmes","1Fam","1.5Fin",5,4,1952,0,"Gable","BrkFace","Wd Sdng","None",0,"TA","CBlock","TA","TA","No","Rec",507,"Unf",0,403,910,"Fa","Y","SBrkr",910,475,0,1385,0,2,0,4,1,"TA",6,0,"No","Detchd","Unf",2,720,"Y",0,0,0,0,0,1,"MnPrv","WD","Normal",12.0197430673387
"X20","RL",10335,"No","IR1","Lvl","CollgCr","1Fam","1Story",7,5,1999,0,"Gable","VinylSd","VinylSd","BrkFace",183,"Gd","PConc","Gd","TA","Gd","GLQ",679,"Unf",0,811,1490,"Ex","Y","SBrkr",1501,0,0,1501,1,2,0,3,1,"Gd",6,0,"No","Attchd","RFn",2,577,"Y",144,29,0,0,0,1,"No","WD","Normal",12.2258752728264
"X90","RM",9100,"No","Reg","Lvl","Sawyer","Duplex","1Story",5,5,1963,0,"Gable","HdBoard","HdBoard","BrkFace",336,"TA","CBlock","TA","TA","No","Rec",1332,"Unf",0,396,1728,"TA","Y","SBrkr",1728,0,0,1728,1,2,0,6,2,"TA",10,0,"No","Detchd","Unf",2,504,"Y",0,0,0,0,0,1,"No","ConLI","Abnorml",11.7360690162844
"X30","RM",6120,"No","Reg","Lvl","BrkSide","1Fam","1Story",5,7,1931,62,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","TA","No","BLQ",209,"Unf",0,506,715,"TA","Y","FuseA",875,0,0,875,1,1,0,2,1,"TA",5,0,"No","Detchd","Unf",1,180,"Y",48,0,0,0,0,1,"No","WD","Normal",11.5617156291397
"X60","RL",9505,"No","IR1","Lvl","Gilbert","1Fam","2Story",7,5,2001,0,"Gable","VinylSd","VinylSd","BrkFace",180,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,884,884,"Ex","Y","SBrkr",884,1151,0,2035,0,2,1,3,1,"Gd",8,1,"Gd","BuiltIn","Fin",2,434,"Y",144,48,0,0,0,1,"No","WD","Normal",12.3126823805884
"X50","RM",6240,"No","Reg","Lvl","BrkSide","1Fam","1.5Fin",5,4,1936,14,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","Gd","TA","No","Unf",0,"Unf",0,896,896,"Gd","Y","FuseA",896,448,0,1344,0,1,0,3,1,"TA",7,0,"No","Detchd","Unf",1,240,"Y",200,114,0,0,0,1,"No","WD","Normal",11.6526874073454
"X20","RL",10356,"No","Reg","Lvl","CollgCr","1Fam","1Story",5,6,1975,0,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","TA","TA","Av","BLQ",716,"Unf",0,253,969,"TA","Y","SBrkr",969,0,0,969,0,1,1,3,1,"TA",5,0,"No","Attchd","Unf",2,440,"Y",0,0,0,0,0,1,"MnPrv","WD","Normal",11.7117763237154
"X60","RL",14803,"No","IR1","Lvl","NWAmes","1Fam","2Story",6,5,1971,0,"Gable","HdBoard","HdBoard","BrkFace",252,"TA","CBlock","TA","TA","No","Rec",416,"Unf",0,409,825,"Gd","Y","SBrkr",1097,896,0,1993,0,2,1,4,1,"TA",8,1,"Gd","Attchd","RFn",2,495,"Y",0,66,0,0,0,1,"GdWo","WD","Normal",12.1547793511426
"X30","RM",11340,"No","Reg","Lvl","OldTown","1Fam","1Story",6,5,1923,27,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1200,1200,"TA","Y","FuseA",1200,0,0,1200,0,1,0,4,1,"TA",7,0,"No","Detchd","Unf",1,312,"Y",0,0,228,0,0,1,"No","WD","Family",11.7360690162844
"X50","RL",9600,"No","Reg","Lvl","Edwards","1Fam","1.5Fin",6,5,1924,26,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,572,572,"Fa","N","FuseF",572,524,0,1096,0,1,0,2,1,"TA",5,0,"No","No","No",0,0,"N",0,8,128,0,0,1,"No","WD","Normal",11.2772031314492
"X20","RL",7200,"No","Reg","Lvl","NAmes","1Fam","1Story",5,7,1950,0,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","No","No","No","No",0,"No",0,0,0,"TA","Y","FuseF",1040,0,0,1040,0,1,0,2,1,"TA",5,0,"No","Detchd","Unf",2,625,"Y",0,0,0,0,0,1,"No","WD","Normal",11.6036798282387
"X60","RL",12003,"No","Reg","Lvl","Timber","1Fam","2Story",8,5,2009,1,"Gable","VinylSd","VinylSd","BrkFace",84,"Gd","PConc","Ex","TA","No","Unf",0,"Unf",0,774,774,"Ex","Y","SBrkr",774,1194,0,1968,0,2,1,4,1,"Ex",8,1,"Gd","BuiltIn","Fin",3,680,"Y",0,75,0,0,0,1,"No","New","Partial",12.5043236693312
"X60","RL",19378,"No","IR1","HLS","Gilbert","1Fam","2Story",7,5,2005,1,"Gable","VinylSd","VinylSd","BrkFace",456,"Gd","PConc","Gd","TA","Mn","GLQ",57,"Unf",0,1335,1392,"Ex","Y","SBrkr",1392,1070,0,2462,1,2,1,4,1,"Gd",9,1,"Gd","Attchd","RFn",2,576,"Y",239,132,0,168,0,1,"No","New","Partial",12.6760762747759
"X20","RL",11120,"No","IR1","Lvl","Veenker","1Fam","1Story",6,6,1984,0,"Gable","Plywood","Plywood","None",0,"TA","PConc","Gd","TA","No","BLQ",660,"Unf",0,572,1232,"TA","Y","SBrkr",1232,0,0,1232,0,2,0,3,1,"TA",6,0,"No","Attchd","Unf",2,516,"Y",0,0,0,0,0,1,"No","WD","Normal",11.9984332807519
"X20","RL",12182,"No","Reg","Lvl","NridgHt","1Fam","1Story",7,5,2005,0,"Gable","VinylSd","VinylSd","BrkFace",226,"Gd","PConc","Gd","TA","Mn","BLQ",1201,"Unf",0,340,1541,"Ex","Y","SBrkr",1541,0,0,1541,0,2,0,3,1,"Gd",7,1,"Gd","Attchd","RFn",2,532,"Y",0,70,0,0,0,1,"No","New","Partial",12.3013828253345
"X45","RL",5500,"No","Reg","Lvl","OldTown","1Fam","1.5Unf",4,6,1956,0,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","Unf",0,"Unf",0,882,882,"Ex","Y","SBrkr",882,0,0,882,0,1,0,1,1,"TA",4,0,"No","No","No",0,0,"Y",0,0,0,0,0,1,"MnPrv","WD","Normal",11.5444241320296
"X40","RM",5400,"Pave","Reg","Lvl","OldTown","1Fam","1Story",6,7,1926,78,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","TA","Mn","LwQ",370,"Unf",0,779,1149,"Gd","Y","FuseA",1149,467,0,1616,0,2,0,3,1,"Gd",5,0,"No","Detchd","Unf",1,216,"Y",0,0,183,0,0,1,"No","WD","Normal",11.9316357998284
"X20","RL",10708,"No","IR1","Lvl","ClearCr","1Fam","1Story",5,5,1955,38,"Hip","Wd Sdng","Wd Sdng","None",0,"Gd","CBlock","TA","TA","No","LwQ",379,"BLQ",768,470,1617,"Ex","Y","FuseA",1867,0,0,1867,1,1,0,2,1,"TA",7,3,"Gd","Attchd","Fin",1,303,"Y",476,0,0,0,142,1,"GdWo","COD","Normal",12.1547793511426
"X60","RL",8244,"No","IR1","Lvl","Gilbert","1Fam","2Story",7,5,2004,0,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","TA","No","Unf",0,"Unf",0,840,840,"Ex","Y","SBrkr",840,880,0,1720,0,2,1,3,1,"Gd",7,1,"Gd","Attchd","Fin",2,440,"Y",100,48,0,0,0,1,"No","WD","Normal",12.1199699464768
"X20","RL",16669,"No","IR1","Lvl","Timber","1Fam","1Story",8,6,1981,0,"Hip","Plywood","Plywood","BrkFace",653,"Gd","CBlock","Gd","TA","No","Unf",0,"Unf",0,1686,1686,"TA","Y","SBrkr",1707,0,0,1707,0,2,1,2,1,"TA",6,1,"TA","Attchd","RFn",2,511,"Y",574,64,0,0,0,1,"No","WD","Normal",12.3371009079366
"X50","RM",12358,"No","IR1","Lvl","OldTown","1Fam","1.5Fin",5,6,1941,9,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","TA","No","Rec",360,"Unf",0,360,720,"TA","Y","SBrkr",854,0,528,1382,0,1,1,2,1,"TA",7,0,"No","Detchd","Unf",2,660,"Y",237,0,0,0,0,1,"No","WD","Normal",11.7636841833174
"X160","RL",5306,"No","IR1","Lvl","StoneBr","TwnhsE","2Story",7,7,1987,0,"Gable","HdBoard","HdBoard","None",0,"Gd","PConc","Gd","Gd","No","GLQ",495,"Rec",215,354,1064,"Gd","Y","SBrkr",1064,703,0,1767,1,2,0,2,1,"Gd",5,1,"TA","Attchd","RFn",2,504,"Y",441,35,0,0,0,1,"No","WD","Normal",12.3842188309136
"X20","RL",10197,"No","IR1","Lvl","NAmes","1Fam","1Story",6,5,1961,0,"Gable","WdShing","Wd Shng","BrkCmn",491,"TA","CBlock","TA","TA","No","ALQ",288,"Rec",374,700,1362,"TA","Y","SBrkr",1362,0,0,1362,1,1,1,3,1,"TA",6,1,"TA","Attchd","Unf",2,504,"Y",0,20,0,0,0,1,"No","COD","Normal",12.0015054797889
"X20","RL",12416,"No","IR1","Lvl","Timber","1Fam","1Story",6,5,1986,0,"Gable","VinylSd","Plywood","Stone",132,"TA","CBlock","Gd","Fa","No","ALQ",1398,"LwQ",208,0,1606,"TA","Y","SBrkr",1651,0,0,1651,1,2,0,3,1,"TA",7,1,"TA","Attchd","Fin",2,616,"Y",192,0,0,0,0,1,"No","WD","Normal",12.1226910365911
"X20","RL",12615,"No","Reg","Lvl","Edwards","1Fam","1Story",6,7,1950,51,"Gable","WdShing","Wd Shng","None",0,"TA","CBlock","TA","Gd","Av","ALQ",477,"Unf",0,725,1202,"TA","Y","SBrkr",2158,0,0,2158,1,2,0,4,1,"Gd",7,1,"Gd","Attchd","Unf",2,576,"Y",0,29,39,0,0,1,"MnPrv","WD","Normal",12.4008167223227
"X60","RL",10029,"No","IR1","Lvl","ClearCr","1Fam","2Story",6,5,1988,1,"Gable","Plywood","Plywood","BrkFace",268,"Gd","PConc","Gd","TA","No","GLQ",831,"Unf",0,320,1151,"TA","Y","SBrkr",1164,896,0,2060,0,2,1,4,1,"TA",8,1,"TA","Attchd","Unf",2,521,"Y",0,228,0,0,192,1,"No","WD","Normal",12.2596134124582
"X50","RL",13650,"No","Reg","Lvl","Sawyer","1Fam","1.5Fin",5,5,1958,0,"Gable","MetalSd","MetalSd","None",0,"Gd","CBlock","TA","TA","No","ALQ",57,"BLQ",441,554,1052,"Ex","Y","SBrkr",1252,668,0,1920,1,2,0,4,1,"Gd",8,1,"Gd","Attchd","Unf",2,451,"Y",0,0,0,0,0,1,"No","WD","Normal",12.0581525154536
"X20","RL",17423,"No","IR1","Lvl","StoneBr","1Fam","1Story",9,5,2008,1,"Hip","VinylSd","VinylSd","Stone",748,"Ex","PConc","Ex","TA","No","GLQ",1904,"Unf",0,312,2216,"Ex","Y","SBrkr",2234,0,0,2234,1,2,0,1,1,"Ex",9,1,"Gd","Attchd","Fin",3,1166,"Y",0,60,0,0,0,1,"No","New","Partial",13.1260306447518
"X70","RL",7588,"No","Reg","Lvl","Crawfor","1Fam","2Story",7,6,1920,30,"Gable","Stucco","Stucco","None",0,"TA","BrkTil","Fa","TA","No","LwQ",352,"Unf",0,441,793,"Gd","Y","SBrkr",901,901,0,1802,0,1,1,4,1,"TA",9,1,"Gd","Detchd","Unf",1,216,"Y",0,0,40,0,0,1,"No","WD","Normal",12.2065725205718
"X20","RL",9060,"No","Reg","Lvl","Edwards","1Fam","1Story",5,6,1957,49,"Hip","Wd Sdng","Wd Sdng","BrkFace",98,"TA","PConc","No","No","No","No",0,"No",0,0,0,"Ex","Y","SBrkr",1340,0,0,1340,0,1,0,3,1,"TA",7,1,"Gd","Attchd","RFn",1,252,"Y",116,0,0,180,0,1,"MnPrv","WD","Normal",11.6952470217642
